"","title","doi","arxiv_id","ads_id","altmetric_jid","issns","journal","context.all.count","context.all.mean","context.all.rank","context.all.pct","context.all.higher_than","context.journal.count","context.journal.mean","context.journal.rank","context.journal.pct","context.journal.higher_than","context.similar_age_3m.count","context.similar_age_3m.mean","context.similar_age_3m.rank","context.similar_age_3m.pct","context.similar_age_3m.higher_than","context.similar_age_journal_3m.count","context.similar_age_journal_3m.mean","context.similar_age_journal_3m.rank","context.similar_age_journal_3m.pct","context.similar_age_journal_3m.higher_than","type","altmetric_id","cited_by_gplus_count","cited_by_fbwalls_count","cited_by_posts_count","cited_by_tweeters_count","cited_by_accounts_count","cited_by_feeds_count","cited_by_rdts_count","cited_by_msm_count","cited_by_delicious_count","cited_by_forum_count","cited_by_qs_count","cited_by_rh_count","cited_by_wikipedia_count","score","citeulike","mendeley","connotea","url","added_on","published_on","subjects","scopus_subjects","last_updated","readers_count","details_url","pmid","abstract","abstract_source","pmc","cited_by_pinners_count","cited_by_videos_count","schema","is_oa","cited_by_posts_count.1","cited_by_tweeters_count.1","cited_by_accounts_count.1","cited_by_wikipedia_count.1","cited_by_weibo_count","cited_by_policies_count","isbns"
"168","Identifying influential spreaders and efficiently estimating infection numbers in epidemic models: A walk counting approach","10.1209/0295-5075/99/68007","1203.0502","2012EL.....9968007B","4f6fa6173cf058f6100072d3","0295-5075,1286-4854,","EPL (Europhysics Letters)","4729490","5.5013917665933","252973","94","4476247","1419","1.7734527503526","21","98","1398","82360","5.6649111815345","5120","93","77231","39","0.56842105263158","1","97","38","article","1044800",1,NA,16,11,13,NA,NA,1,NA,NA,NA,NA,NA,16.2,"3","28","0","http://dx.doi.org/10.1209/0295-5075/99/68007",1352202670,1325376000,",","Physics and Astronomy, Physical Sciences, ",1351515119,31,"http://www.altmetric.com/details.php?citation_id=1044800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","A likelihood-based framework for the analysis of discussion threads","10.1007/s11280-012-0162-8","1203.0652","2012arXiv1203.0652G","4f6fa5163cf058f61000374a",",","World Wide Web","4505835","5.1065363657613","950811","78","3527724","20","1.3371578947368","4","80","16","76966","4.3794305983239","14667","80","61736","2","3.85","2","1","0","article","635245",NA,1,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,3.25,"0","17","0","http://dx.doi.org/10.1007/s11280-012-0162-8",1330998071,1325376000,",","Computer Science, Physical Sciences, ",1331213908,17,"http://www.altmetric.com/details.php?citation_id=635245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","A New Analysis Method for Simulations Using Node Categorizations","10.1007/s13278-012-0048-x","1203.1150","2012arXiv1203.1150Y","4f6fa6383cf058f610008961",",","Social Network Analysis and Mining","4506762","5.1233691071599","2325222","34","1544209","65","3.96190625","37","20","13","76766","4.4068576043769","32621","41","32165","3","1.175","2","1","0","article","637151",NA,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,"0","1","0","http://dx.doi.org/10.1007/s13278-012-0048-x",1331084451,1325376000,",",", ",1331093960,1,"http://www.altmetric.com/details.php?citation_id=637151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","An optimal strategy to suppress epidemic explosion in heterogeneous

  metapopulation networks","10.1103/physreve.86.036114","1203.1179","2012PhRvE..86c6114S","arxiv",",","arXiv","3631167","4.9271322908448","2740699","20","732684","222229","2.7575752470437","187416","12","27519","77992","5.1504057647677","52794","25","19913","2","0.75","2","1","0","article","1047272",NA,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"0","10","0","http://dx.doi.org/10.1103/physreve.86.036114",1352212832,1325376000,",",", ",1348500203,10,"http://www.altmetric.com/details.php?citation_id=1047272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Two kinds of Phase transitions in a Voting model","10.1088/1751-8113/45/34/345002","1203.3274","2012JPhA...45H5002H","4f6fa4f63cf058f610002ec8",",","Journal of Physics: A Mathematical & Theoretical","4504869","5.0950195588533","2129225","48","2173060","674","6.9136344725108","213","64","438","76801","4.3011045833333","28191","57","44308","31","1.0183333333333","5","80","25","article","651405",NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1.25,"0","6","0","http://dx.doi.org/10.1088/1751-8113/45/34/345002",1331858627,1325376000,",","Physics and Astronomy, Mathematics, Physical Sciences, ",1338037434,0,"http://www.altmetric.com/details.php?citation_id=651405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Quantifying the interdisciplinarity of scientific journals and fields","10.1016/j.joi.2013.01.007","1203.4807","2012arXiv1203.4807N","4f6fa6283cf058f610007cd8",",","Journal of Informetrics","4728801","5.5894221182644","549284","88","4178885","191","6.7314947368421","44","76","147","76551","4.6644580796865","8135","89","68403","4","1.8333333333333","1","75","3","article","660168",NA,NA,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,8.2,"0","35","0","http://dx.doi.org/10.1016/j.joi.2013.01.007",1332382257,1356998400,",","Mathematics, Computer Science, Social Sciences, Decision Sciences, Physical Sciences, ",1432652353,0,"http://www.altmetric.com/details.php?citation_id=660168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Activity driven modeling of time varying networks","10.1038/srep00469","1203.5351","2012NatSR...2E.469P","4f6fa8213cf058f61000bc80",",","Scientific Reports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,34,36,1,NA,NA,NA,NA,NA,NA,1,29.668,"5","147","0","http://dx.doi.org/10.1038/srep00469",1352230243,1325376000,",",", ",1428509001,152,"http://www.altmetric.com/details.php?citation_id=1051663","22741058","Network modeling plays a critical role in identifying statistical regularities and structural principles common to many systems. The large majority of recent modeling approaches are connectivity driven. The structural patterns of the network are at the basis of the mechanisms ruling the network formation. Connectivity driven models necessarily provide a time-aggregated representation that may fail to describe the instantaneous and fluctuating dynamics of many networks. We address this challenge by defining the activity potential, a time invariant function characterizing the agents' interactions and constructing an activity driven model capable of encoding the instantaneous time description of the network dynamics. The model provides an explanation of structural features such as the presence of hubs, which simply originate from the heterogeneous activity of agents. Within this framework, highly dynamical networks can be described analytically, allowing a quantitative discussion of the biases induced by the time-aggregated representations in the analysis of dynamical processes.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Consensus clustering in complex networks","10.1038/srep00336","1203.6093","2012arXiv1203.6093L","4f6fa8213cf058f61000bc80",",","Scientific Reports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,21,23,NA,NA,NA,NA,NA,NA,NA,NA,13,"2","211","0","http://dx.doi.org/10.1038/srep00336",1332982343,1325376000,",",", ",1427882300,2,"http://www.altmetric.com/details.php?citation_id=671524","22468223","The community structure of complex networks reveals both their organization and hidden relationships among their constituents. Most community detection methods currently available are not deterministic, and their results typically depend on the specific random seeds, initial conditions and tie-break rules adopted for their execution. Consensus clustering is used in data analysis to generate stable results out of a set of partitions delivered by stochastic methods. Here we show that consensus clustering can be combined with any existing method in a self-consistent way, enhancing considerably both the stability and the accuracy of the resulting partitions. This framework is also particularly suitable to monitor the evolution of community structure in temporal networks. An application of consensus clustering to a large citation network of physics papers demonstrates its capability to keep track of the birth, death and diversification of topics.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Analysis of complex contagions in random multiplex networks","10.1103/physreve.86.036103","1204.0491","2012PhRvE..86c6103Y","arxiv",",","arXiv","4505285","5.0995569853359","2128377","48","2182862","281989","2.55240667688","108029","52","146757","81550","5.3760341880342","34336","52","43068","2","3.25","2","1","0","article","1047363",NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1.25,"0","38","0","http://dx.doi.org/10.1103/physreve.86.036103",1352213063,1325376000,",",", ",1347308221,38,"http://www.altmetric.com/details.php?citation_id=1047363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Information, Community, and Action: How Nonprofit Organizations Use
  Social Media","10.1111/j.1083-6101.2012.01576.x","1204.3230","2012arXiv1204.3230L","4f6fa6223cf058f610007c13",",","Journal of Computer-Mediated Communication","4753611","5.4914695915212","233066","95","4520505","377","14.236946808511","62","83","315","76251","4.6440511737704","3560","95","72685","8","6.4857142857143","2","75","6","article","700025",NA,NA,22,22,22,NA,NA,NA,NA,NA,NA,NA,NA,17.6,"1","250","0","http://dx.doi.org/10.1111/j.1083-6101.2012.01576.x",1334624297,1325376000,",","Computer Science, Physical Sciences, ",1412062030,251,"http://www.altmetric.com/details.php?citation_id=700025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Jerarca: efficient analysis of complex networks using hierarchical clustering.","10.1371/journal.pone.0011585","1204.4584","2010PLoSO...511585A","4f6fa5313cf058f6100043e3","1932-6203,","PLoS ONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,7,8,NA,NA,NA,NA,NA,NA,NA,NA,3.85,"5","2","0","http://dx.doi.org/10.1371/journal.pone.0011585",1352209502,1262304000,"medicine,science,","Medicine, Agricultural and Biological Sciences, Life Sciences, Health Sciences, Biochemistry, Genetics and Molecular Biology, ",1382575241,34,"http://www.altmetric.com/details.php?citation_id=1046372","20644733","How to extract useful information from complex biological networks is a major goal in many fields, especially in genomics and proteomics. We have shown in several works that iterative hierarchical clustering, as implemented in the UVCluster program, is a powerful tool to analyze many of those networks. However, the amount of computation time required to perform UVCluster analyses imposed significant limitations to its use.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Persistence of social signatures in human communication","10.1073/pnas.1308540110",NA,NA,"4f6fa5133cf058f6100033a0","1091-6490,","Proceedings of the National Academy of Sciences of the United States of America","4753340","5.4923112529171","9402","99","4744051","38246","16.657149849654","411","98","37835","124546","7.8804416877434","524","99","124022","921","34.433430434783","31","96","890","article",NA,2,2,108,64,90,6,NA,16,NA,NA,NA,NA,NA,228.004,"8","122","0","http://dx.doi.org/10.1073/pnas.1308540110",1389047657,1388966400,"science,","General, ",1452526186,130,"http://www.altmetric.com/details.php?citation_id=2024167","24395777","The social network maintained by a focal individual, or ego, is intrinsically dynamic and typically exhibits some turnover in membership over time as personal circumstances change. However, the consequences of such changes on the distribution of an ego's network ties are not well understood. Here we use a unique 18-mo dataset that combines mobile phone calls and survey data to track changes in the ego networks and communication patterns of students making the transition from school to university or work. Our analysis reveals that individuals display a distinctive and robust social signature, captured by how interactions are distributed across different alters. Notably, for a given ego, these social signatures tend to persist over time, despite considerable turnover in the identity of alters in the ego network. Thus, as new network members are added, some old network members either are replaced or receive fewer calls, preserving the overall distribution of calls across network members. This is likely to reflect the consequences of finite resources such as the time available for communication, the cognitive and emotional effort required to sustain close relationships, and the ability to make emotional investments.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Optimization of Survivability Analysis for Large-Scale Engineering
  Networks","10.4203/ccp.100.53","1205.0768","2012arXiv1205.0768P","arxiv",",","arXiv","4504824","5.0923717479595","2368306","31","1438420","281978","2.5787059015453","142046","30","87026","75892","4.4234807025866","33851","38","29413","6","1.1","3","33","2","article","727502",NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,"0","1","0","http://dx.doi.org/10.4203/ccp.100.53",1336105972,NA,",",", ",1336141136,1,"http://www.altmetric.com/details.php?citation_id=727502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Parallel clustering with CFinder","10.1142/s0129626412400014","1205.0960","2012arXiv1205.0960P","4f6fa5113cf058f610003290",",","Parallel Processing Letters","4505285","5.0995569853359","825767","81","3674155","5","0.5625","1","80","4","76127","4.4642654020965","12809","83","63224","1","0","1","1","0","article","730751",NA,NA,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,4.2,"0","9","0","http://dx.doi.org/10.1142/s0129626412400014",1336352443,1325376000,",","Mathematics, Computer Science, Physical Sciences, ",1346775011,0,"http://www.altmetric.com/details.php?citation_id=730751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Partisan asymmetries in online political activity","10.1140/epjds6","1205.1010","2012arXiv1205.1010C","4f6fa8103cf058f61000bb2a","2193-1127,","EPJ Data Science","4727935","5.6155028464888","79121","98","4649215","71","27.917114285714","13","81","58","76708","4.8375641075782","1028","98","75680","3","9.6","1","66","2","article","730816",2,1,39,23,31,2,NA,2,NA,NA,NA,NA,1,50.856,"1","54","0","http://dx.doi.org/10.1140/epjds6",1336357084,1325376000,",",", ",1414728000,1,"http://www.altmetric.com/details.php?citation_id=730816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Quantum–classical transitions in complex networks","10.1088/1742-5468/2013/04/p04019",NA,NA,"4f6fa62a3cf058f610007e61","1742-5468,","Journal of Statistical Mechanics: Theory and Experiment","4505285","5.0995569853359","3162674","22","1025016","256","2.4146823529412","153","30","77","80967","7.1024902798706","56628","22","18070","2","3","2","1","0","article","1392946",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"0","9","0","http://dx.doi.org/10.1088/1742-5468/2013/04/p04019",1366154418,1364774400,",","Mathematics, Physics and Astronomy, Social Sciences, Decision Sciences, Physical Sciences, ",1366154341,9,"http://www.altmetric.com/details.php?citation_id=1392946",NA,NA,NA,NA,NA,NA,"1.5.4","FALSE",NA,NA,NA,NA,NA,NA,NA
"184","Systems biology beyond degree, hubs and scale-free networks: the case
  for multiple metrics in complex networks","10.1007/s11693-012-9094-y","1205.2318","2012arXiv1205.2318R","4f6fa6393cf058f610008aba",",","Systems and Synthetic Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"1","32","0","http://dx.doi.org/10.1007/s11693-012-9094-y",1336701094,1325376000,",","Chemical Engineering, Life Sciences, Physical Sciences, Biochemistry, Genetics and Molecular Biology, ",1336704050,33,"http://www.altmetric.com/details.php?citation_id=738009","23730362","Modeling and topological analysis of networks in biological and other complex systems, must venture beyond the limited consideration of very few network metrics like degree, betweenness or assortativity. A proper identification of informative and redundant entities from many different metrics, using recently demonstrated techniques, is essential. A holistic comparison of networks and growth models is best achieved only with the use of such methods.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Emergence of Scale-Free Close-Knit Friendship Structure in Online Social Networks","10.1371/journal.pone.0050702",NA,NA,"4f6fa5313cf058f6100043e3","1932-6203,","PLoS ONE","3635050","4.9227315329755","2742782","20","734161","64132","8.2663948168593","46134","21","13832","278959","5.7219901705635","205340","20","56802","6317","6.3086095630146","4102","27","1724","article",NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"0","11","0","http://dx.doi.org/10.1371/journal.pone.0050702",1357429554,1355443200,"medicine,science,","Medicine, Agricultural and Biological Sciences, Life Sciences, Health Sciences, Biochemistry, Genetics and Molecular Biology, ",1359286819,11,"http://www.altmetric.com/details.php?citation_id=1156575","23272067","Although the structural properties of online social networks have attracted much attention, the properties of the close-knit friendship structures remain an important question. Here, we mainly focus on how these mesoscale structures are affected by the local and global structural properties. Analyzing the data of four large-scale online social networks reveals several common structural properties. It is found that not only the local structures given by the indegree, outdegree, and reciprocal degree distributions follow a similar scaling behavior, the mesoscale structures represented by the distributions of close-knit friendship structures also exhibit a similar scaling law. The degree correlation is very weak over a wide range of the degrees. We propose a simple directed network model that captures the observed properties. The model incorporates two mechanisms: reciprocation and preferential attachment. Through rate equation analysis of our model, the local-scale and mesoscale structural properties are derived. In the local-scale, the same scaling behavior of indegree and outdegree distributions stems from indegree and outdegree of nodes both growing as the same function of the introduction time, and the reciprocal degree distribution also shows the same power-law due to the linear relationship between the reciprocal degree and in/outdegree of nodes. In the mesoscale, the distributions of four closed triples representing close-knit friendship structures are found to exhibit identical power-laws, a behavior attributed to the negligible degree correlations. Intriguingly, all the power-law exponents of the distributions in the local-scale and mesoscale depend only on one global parameter, the mean in/outdegree, while both the mean in/outdegree and the reciprocity together determine the ratio of the reciprocal degree of a node to its in/outdegree. Structural properties of numerical simulated networks are analyzed and compared with each of the four real networks. This work helps understand the interplay between structures on different scales in online social networks.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
